번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),위생업태명
136,제과점영업,07_22_01_P,3230000,3230000-104-2024-00223,2024-06-19,,01,영업/정상,01,영업,,,,,070 76780002,24.00,138-885,서울특별시 송파구 문정동 150-2 문정프라자 ,"서울특별시 송파구 중대로 80, 롯데마트 송파점 2층(푸드코트) (문정동)",05833,미술로 주식회사,2024-06-19 17:12:36,I,2024-06-21 00:14:08.0,기타 휴게음식점,210343.699256005    ,443288.284974717    ,기타 휴게음식점
137,제과점영업,07_22_01_P,3230000,3230000-104-2024-00304,2024-08-16,,01,영업/정상,01,영업,,,,,,135.00,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브 라이프동 테크노관 현대시티몰 1층 (문정동)",05838,플레어비 현대백화점 가든파이브점,2024-10-02 14:46:30,U,2024-10-04 02:40:00.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
138,제과점영업,07_22_01_P,3230000,3230000-104-2016-00149,2016-05-12,,01,영업/정상,01,영업,,,,,,48.00,138-888,서울특별시 송파구 문정동 651번지 ,"서울특별시 송파구 송파대로 167, A동 1층 109호 (문정동, 문정역테라타워)",05855,몰리케이,2017-04-24 16:32:53,I,2018-08-31 23:59:59.0,기타 휴게음식점,,,기타 휴게음식점
139,제과점영업,07_22_01_P,3230000,3230000-104-2016-00150,2016-05-12,,01,영업/정상,01,영업,,,,,,40.05,138-888,서울특별시 송파구 문정동 644번지 ,"서울특별시 송파구 법원로11길 11, A동 1층 124호 (문정동, 문정현대지식산업센터1-1)",05836,베이글카페 문정법조단지점,2016-05-12 15:35:28,I,2018-08-31 23:59:59.0,기타 휴게음식점,,,기타 휴게음식점
140,제과점영업,07_22_01_P,3230000,3230000-104-2010-00206,2010-06-30,,01,영업/정상,01,영업,,,,,02  21576078,22.79,138-888,서울특별시 송파구 문정동 516번지 가든파이브 테크노 6078 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브 테크노 T-6078 )",05838,민준이네 매점,2013-12-24 15:23:45,I,2018-08-31 23:59:59.0,일반조리판매,210986.460698452    ,441725.293491662    ,일반조리판매
141,제과점영업,07_22_01_P,3230000,3230000-104-2014-00146,2014-07-18,,01,영업/정상,01,영업,,,,,,171.00,138-885,서울특별시 송파구 문정동 150-26 훼미리샤르망 101~104호 ,"서울특별시 송파구 중대로 68, 101~104호 (문정동, 훼미리샤르망)",05833,스타벅스 올림픽훼미리점,2023-02-14 14:52:12,U,2023-02-16 02:40:00.0,커피숍,210226.697751848    ,443267.228806217    ,커피숍
142,제과점영업,07_22_01_P,3230000,3230000-104-2011-00001,2011-01-03,,01,영업/정상,01,영업,,,,,,4.50,138-200,서울특별시 송파구 문정동 71-2번지 지하1층 ,"서울특별시 송파구 새말로8길 6, 지하1층 (문정동)",05817,으리PC방,2014-08-06 16:18:50,I,2018-08-31 23:59:59.0,기타 휴게음식점,211102.925208227    ,442243.036327777    ,기타 휴게음식점
143,제과점영업,07_22_01_P,3230000,3230000-104-2024-00224,2024-06-21,,01,영업/정상,01,영업,,,,,,39.40,138-888,서울특별시 송파구 문정동 652-4 힐스테이트에코문정 ,"서울특별시 송파구 법원로4길 10, 힐스테이트에코문정 A112호 (문정동)",05855,카페 요아정 문정법조타운점,2024-06-21 09:14:38,I,2024-06-23 00:14:06.0,아이스크림,,,아이스크림
144,제과점영업,07_22_01_P,3230000,3230000-104-2016-00070,2016-03-18,,01,영업/정상,01,영업,,,,,02  20843131,82.38,138-888,서울특별시 송파구 문정동 641-3 ,"서울특별시 송파구 법원로 135, 지상1층 (문정동)",05836,빌리엔젤,2022-07-25 09:32:39,U,2022-07-27 02:40:00.0,기타 휴게음식점,,,기타 휴게음식점
145,제과점영업,07_22_01_P,3230000,3230000-104-2017-00048,2017-02-14,,01,영업/정상,01,영업,,,,,,80.61,138-888,서울특별시 송파구 문정동 618 파크하비오 ,"서울특별시 송파구 송파대로 111, 하비오길동 중앙로108동 1층 115,116호 (문정동, 파크하비오)",05837,공차 송파 파크하비오점,2023-11-16 11:56:53,U,2023-11-18 02:40:00.0,커피숍,210868.397496689    ,442053.227933005    ,커피숍
146,제과점영업,07_22_01_P,3230000,3230000-104-2017-00052,2017-02-21,,01,영업/정상,01,영업,,,,,02  61779210,40.00,138-888,서울특별시 송파구 문정동 643-1 ,"서울특별시 송파구 법원로 114, E동 B176호 (문정동, 엠스테이트)",05854,샐러디 문정엠스테이트점,2022-10-21 15:29:21,U,2022-10-23 02:40:00.0,패스트푸드,,,패스트푸드
147,제과점영업,07_22_01_P,3230000,3230000-104-2012-00090,2012-04-20,,01,영업/정상,01,영업,,,,,,44.56,138-825,서울특별시 송파구 문정동 27 지상1층 ,"서울특별시 송파구 동남로6길 13, 지상1층 (문정동)",05804,Bear-presso(베어 프레소),2023-12-08 09:11:07,U,2023-12-10 02:40:00.0,커피숍,210972.580431202    ,443004.120442814    ,커피숍
148,제과점영업,07_22_01_P,3230000,3230000-104-2016-00095,2016-04-01,,01,영업/정상,01,영업,,,,,02  409 3245,191.58,138-888,서울특별시 송파구 문정동 624 ,"서울특별시 송파구 법원로 55, C동 지상1층 301호 (문정동)",05841,스타벅스 송파아이파크점,2023-02-14 14:58:33,U,2023-02-16 02:40:00.0,기타 휴게음식점,210698.849969654    ,441971.271264751    ,기타 휴게음식점
149,제과점영업,07_22_01_P,3230000,3230000-104-2015-00182,2015-07-23,,01,영업/정상,01,영업,,,,,,26.40,138-962,서울특별시 송파구 문정동 628번지 가든파이브툴 ,"서울특별시 송파구 충민로 10, 가든파이브툴 B1-05호 (문정동)",05840,뉴욕버거(가든파이브점),2019-04-25 11:50:53,U,2019-04-27 02:40:00.0,패스트푸드,210480.282018702    ,441833.16323518     ,패스트푸드
150,제과점영업,07_22_01_P,3230000,3230000-104-2016-00085,2016-03-29,,01,영업/정상,01,영업,,,,,,37.00,138-200,서울특별시 송파구 문정동 116-6번지 ,"서울특별시 송파구 송이로31길 4, 1층 101호 (문정동)",05798,카페두(cafe doux),2017-05-10 11:54:51,I,2018-08-31 23:59:59.0,기타 휴게음식점,211588.003347445    ,442898.489441704    ,기타 휴게음식점
151,제과점영업,07_22_01_P,3230000,3230000-104-2011-00126,2011-06-13,,01,영업/정상,01,영업,,,,,,11.59,138-960,서울특별시 송파구 문정동 516번지 가든파이브 라이프 T-1042호 ,"서울특별시 송파구 충민로 66, 지상1층  T-1042호 (문정동, 가든파이브 라이프)",05838,밀튼,2013-05-06 14:12:57,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
152,제과점영업,07_22_01_P,3230000,3230000-104-2017-00114,2017-03-27,,01,영업/정상,01,영업,,,,,,12.00,138-888,서울특별시 송파구 문정동 640-3 ,"서울특별시 송파구 정의로8길 7, 401호 (문정동)",05836,한스씨엠(주),2021-12-30 14:42:59,U,2022-01-01 02:40:00.0,기타 휴게음식점,,,기타 휴게음식점
153,제과점영업,07_22_01_P,3230000,3230000-104-2017-00115,2017-03-28,,01,영업/정상,01,영업,,,,,,46.00,138-888,서울특별시 송파구 문정동 618번지 ,"서울특별시 송파구 송파대로 111, 하비오타워 205동 414호 (문정동, 파크하비오)",05837,담다,2017-03-28 13:44:21,I,2018-08-31 23:59:59.0,기타 휴게음식점,210868.397496689    ,442053.227933005    ,기타 휴게음식점
154,제과점영업,07_22_01_P,3230000,3230000-104-2017-00116,2017-03-28,,01,영업/정상,01,영업,,,,,,73.00,138-888,서울특별시 송파구 문정동 618번지 ,"서울특별시 송파구 송파대로 111, 하비오타워205동 414호 (문정동, 파크하비오)",05837,순,2017-03-28 13:50:33,I,2018-08-31 23:59:59.0,기타 휴게음식점,210868.397496689    ,442053.227933005    ,기타 휴게음식점
155,제과점영업,07_22_01_P,3230000,3230000-104-2010-00218,2010-07-19,,01,영업/정상,01,영업,,,,,,39.60,138-200,서울특별시 송파구 문정동 89번지 지상 1층 ,"서울특별시 송파구 송이로36길 62-19 (문정동,지상 1층)",05809,좋은하루,2010-07-19 14:07:29,I,2018-08-31 23:59:59.0,기타 휴게음식점,211132.687514931    ,442462.669125727    ,기타 휴게음식점
156,제과점영업,07_22_01_P,3230000,3230000-104-2015-00187,2015-07-27,,01,영업/정상,01,영업,,,,,02  21570072,29.47,138-960,서울특별시 송파구 문정동 634번지 가든파이브라이프 지하1층 에프비 1106호 ,"서울특별시 송파구 충민로 66, 지하1층 FB-1106호 (문정동, 가든파이브라이프 )",05838,카페 드루와,2015-07-27 14:13:34,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
157,제과점영업,07_22_01_P,3230000,3230000-104-2016-00176,2016-06-03,,01,영업/정상,01,영업,,,,,,8.00,138-888,서울특별시 송파구 문정동 644번지 ,"서울특별시 송파구 법원로11길 11, B동 지하2층 B207호 (문정동, 문정현대지식산업센터 1-1)",05836,딕셔너리,2016-11-23 12:25:14,I,2018-08-31 23:59:59.0,기타 휴게음식점,,,기타 휴게음식점
158,제과점영업,07_22_01_P,3230000,3230000-104-2015-00194,2015-08-06,,01,영업/정상,01,영업,,,,,02  742 0980,19.20,138-885,서울특별시 송파구 문정동 150-2번지 롯데마트 지하2층 ,"서울특별시 송파구 중대로 80 (문정동, 롯데마트 지하2층)",05833,북촌손만두 롯데마트 송파점,2017-06-30 16:55:44,I,2018-08-31 23:59:59.0,기타 휴게음식점,210343.699256005    ,443288.284974717    ,기타 휴게음식점
159,제과점영업,07_22_01_P,3230000,3230000-104-2011-00145,2011-06-28,,01,영업/정상,01,영업,,,,,02  30151173,96.49,138-962,서울특별시 송파구 문정동 292 가든파이브 툴동 지하1층 이마트내 B1-26 ,"서울특별시 송파구 충민로 10 (문정동, 가든파이브 툴동  B1-26 )",05840,스타벅스 가든파이브,2023-02-14 14:43:01,U,2023-05-26 08:48:36.0,커피숍,210480.282018702    ,441833.16323518     ,커피숍
160,제과점영업,07_22_01_P,3230000,3230000-104-2011-00146,2011-06-28,,01,영업/정상,01,영업,,,,,0221571880,11.51,138-960,서울특별시 송파구 문정동 516 가든파이브 라이프패션관 6층 F-6052 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브 라이프패션관 6층 F-6052 )",05838,구스띠모,2021-01-13 10:29:37,U,2021-01-15 02:40:00.0,패스트푸드,210986.460698452    ,441725.293491662    ,패스트푸드
161,제과점영업,07_22_01_P,3230000,3230000-104-2011-00088,2011-04-14,,01,영업/정상,01,영업,,,,,,54.54,138-888,서울특별시 송파구 문정동 634번지 ,"서울특별시 송파구 충민로 66, Y4027호 (문정동, 가든파이브 라이프)",05838,더카페 NC송파점 4층(영관),2020-03-20 13:16:15,U,2020-03-22 02:40:00.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
162,제과점영업,07_22_01_P,3230000,3230000-104-2013-00123,2013-08-16,,01,영업/정상,01,영업,,,,,,29.47,138-960,서울특별시 송파구 문정동 634번지 가든파이브라이프 지하1층 FB-1106호 ,"서울특별시 송파구 충민로 66, 지하1층 FB-1106호 (문정동, 가든파이브라이프)",05838,리틀갤러리 가바,2013-08-16 14:52:05,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
163,제과점영업,07_22_01_P,3230000,3230000-104-2011-00060,2011-03-23,,01,영업/정상,01,영업,,,,,02  430 1112,6.60,138-825,서울특별시 송파구 문정동 28-0 1층 ,"서울특별시 송파구 동남로8길 12 (문정동,1층)",05804,코리아세븐 문정수정점,2024-03-27 12:12:28,U,2024-03-29 02:40:00.0,편의점,211046.83148331     ,443082.516753956    ,편의점
164,제과점영업,07_22_01_P,3230000,3230000-104-2017-00159,2017-04-18,,01,영업/정상,01,영업,,,,,,23.50,138-888,서울특별시 송파구 문정동 628번지 ,"서울특별시 송파구 충민로 10, 지하1층 (문정동, 이마트 가든파이브점)",05840,스무디킹 이마트 가든파이브점,2018-08-29 11:28:47,I,2018-08-31 23:59:59.0,기타 휴게음식점,210480.282018702    ,441833.16323518     ,기타 휴게음식점
165,제과점영업,07_22_01_P,3230000,3230000-104-2017-00054,2017-02-21,,01,영업/정상,01,영업,,,,,,22.00,138-888,서울특별시 송파구 문정동 634 ,"서울특별시 송파구 충민로 66, Y-2002호 (문정동, 가든파이브)",05838,픽업 커피 가든파이브점,2024-03-04 14:12:02,U,2024-03-06 02:40:00.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
166,제과점영업,07_22_01_P,3230000,3230000-104-2018-00029,2018-01-18,,01,영업/정상,01,영업,,,,,,58.00,138-888,서울특별시 송파구 문정동 645-2번지 에이치비지니스파크 ,"서울특별시 송파구 법원로9길 26, 에이치비지니스파크 지하1층 C-B135호 (문정동)",05836,Cafe Louisvis(까페 루이비스),2018-01-18 16:58:38,I,2018-08-31 23:59:59.0,커피숍,,,커피숍
167,제과점영업,07_22_01_P,3230000,3230000-104-2018-00030,2018-01-18,,01,영업/정상,01,영업,,,,,,69.65,138-888,서울특별시 송파구 문정동 645번지 에이치비지니스파크 ,"서울특별시 송파구 법원로11길 25, 에이치비지니스파크 지하1층 A-B113호 (문정동)",05836,Cafe Louistime(카페 루이스타임),2018-10-01 13:43:20,U,2018-10-03 02:36:28.0,커피숍,,,커피숍
168,제과점영업,07_22_01_P,3230000,3230000-104-2018-00047,2018-01-31,,01,영업/정상,01,영업,,,,,,42.21,138-888,서울특별시 송파구 문정동 639-5번지 ,"서울특별시 송파구 정의로7길 13, 힐스테이트 에코송파 119호 (문정동)",05835,IAN COFFEE(이안커피),2018-01-31 10:07:56,I,2018-08-31 23:59:59.0,기타 휴게음식점,,,기타 휴게음식점
169,제과점영업,07_22_01_P,3230000,3230000-104-2017-00331,2017-07-27,,01,영업/정상,01,영업,,,,,,26.00,138-888,서울특별시 송파구 문정동 618번지 ,"서울특별시 송파구 송파대로 111, 2층 (문정동, 호텔파크하비오)",05837,카페 파크하비오,2017-07-27 15:56:57,I,2018-08-31 23:59:59.0,기타 휴게음식점,210868.397496689    ,442053.227933005    ,기타 휴게음식점
170,제과점영업,07_22_01_P,3230000,3230000-104-2011-00067,2011-03-29,,01,영업/정상,01,영업,,,,,02  21571880,11.50,138-888,서울특별시 송파구 문정동 516 가든파이브 6층 F6052 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브 6층 F6052)",05838,구스띠모 NC백화점 송파점 패션관,2020-09-15 09:37:29,U,2020-09-17 02:40:00.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
171,제과점영업,07_22_01_P,3230000,3230000-104-2011-00071,2011-03-30,,01,영업/정상,01,영업,,,,,,36.00,138-200,서울특별시 송파구 문정동 121-7번지 지상1층 ,"서울특별시 송파구 송이로31길 6, 지상1층 (문정동)",05798,커피집,2015-06-30 10:14:34,I,2018-08-31 23:59:59.0,커피숍,211602.10277502     ,442917.675166164    ,커피숍
172,제과점영업,07_22_01_P,3230000,3230000-104-2017-00164,2017-04-20,,01,영업/정상,01,영업,,,,,,6.60,138-885,서울특별시 송파구 문정동 150 ,"서울특별시 송파구 중대로 24, 1동 128호 (문정동, 올림픽훼밀리타운상가)",05834,세븐일레븐 문정스타점,2024-02-08 17:28:05,U,2024-02-11 02:40:00.0,기타 휴게음식점,210045.748264305    ,442930.687284628    ,기타 휴게음식점
173,제과점영업,07_22_01_P,3230000,3230000-104-2011-00043,2011-03-08,,01,영업/정상,01,영업,,,,,,60.00,138-885,서울특별시 송파구 문정동 150-26번지 훼밀리샤르망상가 지하1층 B06호,"서울특별시 송파구 중대로 68, 지하1층 B06호 (문정동, 훼밀리샤르망상가)",05833,카페 헤쎄드,2013-06-07 09:44:17,I,2018-08-31 23:59:59.0,커피숍,210226.697751848    ,443267.228806217    ,커피숍
174,제과점영업,07_22_01_P,3230000,3230000-104-2012-00207,2012-10-10,,01,영업/정상,01,영업,,,,,02  541 4412,33.40,138-960,서울특별시 송파구 문정동 516번지 가든파이브 라이프영관 ,"서울특별시 송파구 충민로 66, 지상2층 (문정동, 가든파이브 라이프영관)",05838,열대키친,2018-02-09 14:04:30,I,2018-08-31 23:59:59.0,일반조리판매,210986.460698452    ,441725.293491662    ,일반조리판매
175,제과점영업,07_22_01_P,3230000,3230000-104-2018-00074,2018-03-09,,01,영업/정상,01,영업,,,,,,43.00,138-888,서울특별시 송파구 문정동 642-3번지 문정에스케이브이원지엘메트로시티 ,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 C동 119호 (문정동)",05854,연화동갤러리카폐,2018-03-14 11:56:31,I,2018-08-31 23:59:59.0,기타 휴게음식점,,,기타 휴게음식점
176,제과점영업,07_22_01_P,3230000,3230000-104-2015-00044,2015-03-19,,01,영업/정상,01,영업,,,,,,3.30,138-885,서울특별시 송파구 문정동 150-2번지 롯데마트 지하2층 ,"서울특별시 송파구 중대로 80 (문정동, 롯데마트 지하2층)",05833,감탄,2019-03-28 09:50:36,U,2019-03-30 02:40:00.0,기타 휴게음식점,210343.699256005    ,443288.284974717    ,기타 휴게음식점
177,제과점영업,07_22_01_P,3230000,3230000-104-2018-00089,2018-03-16,,01,영업/정상,01,영업,,,,,,3.00,138-888,서울특별시 송파구 문정동 640-3번지 한스 ,"서울특별시 송파구 정의로8길 7, 1층 105호 (문정동)",05836,CU 문정한스바이오메드점,2018-03-16 13:54:38,I,2018-08-31 23:59:59.0,편의점,,,편의점
178,제과점영업,07_22_01_P,3230000,3230000-104-2018-00091,2018-03-21,,01,영업/정상,01,영업,,,,,,3.30,138-200,서울특별시 송파구 문정동 76-1번지 봉의빌딩 ,"서울특별시 송파구 새말로8길 27, 봉의빌딩 1층 (문정동)",05810,지에스25(GS) 문정바른점,2018-03-21 11:17:08,I,2018-08-31 23:59:59.0,편의점,211160.897060247    ,442018.027417102    ,편의점
179,제과점영업,07_22_01_P,3230000,3230000-104-2011-00213,2011-09-08,,01,영업/정상,01,영업,,,,,,22.00,138-960,서울특별시 송파구 문정동 516번지 가든파이브라이프 T7104 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프 T7104 )",05838,바다마을매점,2013-12-24 16:05:57,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
180,제과점영업,07_22_01_P,3230000,3230000-104-2017-00420,2017-10-13,,01,영업/정상,01,영업,,,,,,3.30,138-888,서울특별시 송파구 문정동 643-1번지 ,"서울특별시 송파구 법원로 114, 지하1층 E160호 (문정동, 엠스테이트)",05854,이마트24 송파엠스테이트점,2017-10-13 10:22:09,I,2018-08-31 23:59:59.0,기타 휴게음식점,,,기타 휴게음식점
181,제과점영업,07_22_01_P,3230000,3230000-104-2017-00460,2017-11-13,,01,영업/정상,01,영업,,,,,,15.50,138-960,서울특별시 송파구 문정동 634번지 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 영관 2층 (문정동, 가든파이브라이프 )",05838,밥스 가든파이브점,2017-11-13 14:13:29,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
182,제과점영업,07_22_01_P,3230000,3230000-104-2018-00037,2018-01-23,,01,영업/정상,01,영업,,,,,02  560 4678,63.80,138-888,서울특별시 송파구 문정동 642-3 문정에스케이브이원지엘메트로시티 ,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 B동 BG120,B103호 (문정동)",05854,매머드 익스프레스 문정SKV1,2023-01-03 16:22:00,U,2023-01-05 02:40:00.0,커피숍,,,커피숍
183,제과점영업,07_22_01_P,3230000,3230000-104-2018-00194,2018-05-25,,01,영업/정상,01,영업,,,,,,26.95,138-200,서울특별시 송파구 문정동 73-6번지 ,"서울특별시 송파구 송파대로 106-17, 운송빌딩 1층 101호 (문정동)",05817,COFFEE O(커피 오),2019-04-18 15:03:15,U,2019-04-20 02:40:00.0,커피숍,211119.490819175    ,442057.782620613    ,커피숍
184,제과점영업,07_22_01_P,3230000,3230000-104-2009-00153,2009-07-27,,01,영업/정상,01,영업,,,,,02  409 7588,116.17,138-200,서울특별시 송파구 문정동 71-6 애콤프로덕션컴퍼니 ,"서울특별시 송파구 새말로 108, 1층 (문정동)",05817,브라운칩,2021-12-15 18:01:02,U,2021-12-17 02:40:00.0,일반조리판매,211084.862446842    ,442266.748273275    ,일반조리판매
185,제과점영업,07_22_01_P,3230000,3230000-104-2010-00148,2010-05-17,,01,영업/정상,01,영업,,,,,,48.20,138-960,서울특별시 송파구 문정동 516 가든파이브라이프관 지상2층 ,"서울특별시 송파구 충민로 66, 지상2층 (문정동, 가든파이브라이프관 )",05838,365 대박,2021-02-22 14:44:54,U,2021-02-24 02:40:00.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
186,제과점영업,07_22_01_P,3230000,3230000-104-2010-00010,2010-01-15,,01,영업/정상,01,영업,,,,,,22.79,138-960,서울특별시 송파구 문정동 516번지 가든파이브라이프 지상7층 T-7104호,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프 지상7층 T-7104호)",05838,바다매점,2013-12-24 14:52:04,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
187,제과점영업,07_22_01_P,3230000,3230000-104-1996-01387,1996-10-15,,01,영업/정상,01,영업,,,,,,13.00,138-200,서울특별시 송파구 문정동 산 29-24번지 ,서울특별시 송파구 동남로 110 (문정동),05804,장터분식,2015-04-12 16:03:44,I,2018-08-31 23:59:59.0,일반조리판매,210878.515429098    ,443075.872998689    ,일반조리판매
188,제과점영업,07_22_01_P,3230000,3230000-104-1989-02064,1989-04-24,,01,영업/정상,01,영업,,,,,0204001023,78.00,138-200,서울특별시 송파구 문정동 산 30-1번지 ,서울특별시 송파구 동남로 4-15 (문정동),,흙,2013-12-24 13:38:38,I,2018-08-31 23:59:59.0,다방,,,다방
189,제과점영업,07_22_01_P,3230000,3230000-104-2018-00051,2018-02-02,,01,영업/정상,01,영업,,,,,,96.00,138-888,"서울특별시 송파구 문정동 618번지 파크하비오(하비오타워205동 법조대로302호, 303호) ","서울특별시 송파구 송파대로 111, 205동 3층 302호, 303호 (문정동, 파크하비오)",05837,히어로프리미엄키즈카페,2020-01-15 15:05:47,U,2020-01-17 02:40:00.0,키즈카페,210868.397496689    ,442053.227933005    ,키즈카페
190,제과점영업,07_22_01_P,3230000,3230000-104-2010-00188,2010-06-09,,01,영업/정상,01,영업,,,,,0221577014,222.60,138-888,서울특별시 송파구 문정동 516 가든파이브 영관 지하1층 YB-1017호 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브 영관 지하1층 YB-1017호 )",05838,롯데리아 가든파이브점,2020-11-05 15:03:42,U,2020-11-07 02:40:00.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
191,제과점영업,07_22_01_P,3230000,3230000-104-2010-00193,2010-06-18,,01,영업/정상,01,영업,,,,,,23.10,138-888,서울특별시 송파구 문정동 516번지 ,"서울특별시 송파구 충민로 66, F-3029호 (문정동, 가든파이브 라이프 )",05838,Bean TG(빈티지),2012-01-06 11:36:15,I,2018-08-31 23:59:59.0,일반조리판매,210986.460698452    ,441725.293491662    ,일반조리판매
192,제과점영업,07_22_01_P,3230000,3230000-104-2010-00138,2010-05-12,,01,영업/정상,01,영업,,,,,,14.00,138-960,서울특별시 송파구 문정동 516번지 가든파이브라이프 Y-2016 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프 Y-2016)",05838,더카페 NC 송파점,2017-04-10 15:12:27,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
193,제과점영업,07_22_01_P,3230000,3230000-104-2010-00309,2010-10-19,,01,영업/정상,01,영업,,,,,,11.55,138-960,서울특별시 송파구 문정동 516번지 가든파이브라이프 Y-2003 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프 Y-2003)",05838,앙카라 케밥,2013-12-24 15:44:12,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
194,제과점영업,07_22_01_P,3230000,3230000-104-2018-00227,2018-06-14,,01,영업/정상,01,영업,,,,,,7.00,138-825,서울특별시 송파구 문정동 29-3 ,"서울특별시 송파구 동남로6길 6, 2층 (문정동)",05804,JMT PC방,2020-09-21 14:56:06,U,2020-09-23 02:40:00.0,기타 휴게음식점,210909.836894082    ,443057.431058482    ,기타 휴게음식점
195,제과점영업,07_22_01_P,3230000,3230000-104-2010-00149,2010-05-17,,01,영업/정상,01,영업,,,,,,16.00,138-960,서울특별시 송파구 문정동 516번지 가든파이브라이프 영관 지상2층 ,"서울특별시 송파구 충민로 66, 지상2층 (문정동, 가든파이브라이프 영관 )",05838,모스키친 NC 송파점,2012-08-17 13:38:25,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
196,제과점영업,07_22_01_P,3230000,3230000-104-2010-00086,2010-03-31,,01,영업/정상,01,영업,,,,,,62.00,138-825,서울특별시 송파구 문정동 39-1번지 프라도빌딩 ,"서울특별시 송파구 문정로 19, 프라도빌딩 103호 (문정동)",05806,배스킨라빈스 문정역점,2020-01-22 15:20:14,U,2020-01-24 02:40:00.0,일반조리판매,210951.442461399    ,442706.682960145    ,일반조리판매
197,제과점영업,07_22_01_P,3230000,3230000-104-2010-00279,2010-09-17,,01,영업/정상,01,영업,,,,,02  21578883,5.00,138-960,서울특별시 송파구 문정동 516번지 가든파이브 라이프 L-1014호 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브 라이프 L-1014호 )",05838,룰루베리,2013-12-24 15:31:01,I,2018-08-31 23:59:59.0,일반조리판매,210986.460698452    ,441725.293491662    ,일반조리판매
198,제과점영업,07_22_01_P,3230000,3230000-104-2010-00156,2010-05-18,,01,영업/정상,01,영업,,,,,,14.90,138-888,서울특별시 송파구 문정동 516번지 뉴코아가든파이브 2층 일부 ,"서울특별시 송파구 충민로 66 (문정동, 가든파이브 2층)",05838,뉴코아가든파이브얌차,2019-04-17 10:07:39,U,2019-04-19 02:40:00.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
199,제과점영업,07_22_01_P,3230000,3230000-104-2010-00164,2010-05-24,,01,영업/정상,01,영업,,,,,,13.00,138-888,서울특별시 송파구 문정동 516번지 가든파이브 영관 지상2층 ,"서울특별시 송파구 충민로 66, 지상2층 (문정동, 가든파이브 영관)",05838,야끼떼리아,2013-05-29 11:15:51,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
200,제과점영업,07_22_01_P,3230000,3230000-104-2007-00139,2007-11-30,,01,영업/정상,01,영업,,,,,02  403 9003,151.00,138-825,서울특별시 송파구 문정동 29-15 지상2층 ,"서울특별시 송파구 동남로 126 (문정동,지상2층)",05804,할리스커피 문정점,2020-09-14 21:08:00,U,2020-09-16 02:40:00.0,커피숍,210992.250655565    ,443161.882493746    ,커피숍
